,names,scores,logfoldchanges,pvals,pvals_adj,effect_size,significance
13927,RBM43,-0.8858247,,0.3757120160190969,0.9996419556685904,,Not Significant
13928,ZMYM5,-0.88584274,,0.3757022866451809,0.9996419556685904,,Not Significant
13929,SARM1,-0.8858608,,0.3756925574268538,0.9996419556685904,,Not Significant
13930,APTX,-0.8870793,,0.37503619492831797,0.9996419556685904,,Not Significant
13931,SGTB,-0.88770217,,0.37470099458975414,0.9996419556685904,,Not Significant
13932,NBPF15,-0.888,,0.3745407468760167,0.9996419556685904,,Not Significant
13933,SNRNP40,-0.8880722,,0.37450190532775574,0.9996419556685904,,Not Significant
13934,ATP1A3,-0.88809025,,0.37449219532986966,0.9996419556685904,,Not Significant
13935,MICB,-0.8887311,,0.37414759126654107,0.9996419556685904,,Not Significant
13936,GBP3,-0.8889297,,0.3740408523607275,0.9996419556685904,,Not Significant
13937,BNC2,-0.88931787,,0.37383228071743524,0.9996419556685904,,Not Significant
13938,NMUR1,-0.88976014,,0.3735946938017354,0.9996419556685904,,Not Significant
13939,TNPO2,-0.890392,,0.37325544608297734,0.9996419556685904,,Not Significant
13940,ZNF398,-0.89069885,,0.3730907374625908,0.9996419556685904,,Not Significant
13941,DCUN1D1,-0.8907621,,0.373056832452364,0.9996419556685904,,Not Significant
13942,TRIM4,-0.8913217,,0.3727566142348079,0.9996419556685904,,Not Significant
13943,SH2B3,-0.8915383,,0.37264044092422877,0.9996419556685904,,Not Significant
13944,ARMCX3,-0.89230555,,0.3722291742245406,0.9996419556685904,,Not Significant
13945,CPSF7,-0.89267564,,0.3720308991439797,0.9996419556685904,,Not Significant
13946,YLPM1,-0.89268464,,0.37202606398453875,0.9996419556685904,,Not Significant
13947,OTUD3,-0.8930728,,0.3718181889856823,0.9996419556685904,,Not Significant
13948,ZNF525,-0.8937408,,0.3714606192913311,0.9996419556685904,,Not Significant
13949,C20orf194,-0.8945621,,0.37102119777235254,0.9996419556685904,,Not Significant
13950,NAA20,-0.8956814,,0.3704229451592024,0.9996419556685904,,Not Significant
13951,AKAP5,-0.8960786,,0.3702108060587115,0.9996419556685904,,Not Significant
13952,CXXC1,-0.8966472,,0.3699071928532378,0.9996419556685904,,Not Significant
13953,ZMAT2,-0.8967555,,0.3698493793133446,0.9996419556685904,,Not Significant
13954,ZNF329,-0.89761305,,0.3693918869934,0.9996419556685904,,Not Significant
13955,LMF1,-0.8977936,,0.3692956176714983,0.9996419556685904,,Not Significant
13956,ZNF512B,-0.89813656,,0.3691127489428574,0.9996419556685904,,Not Significant
13957,SEH1L,-0.89833516,,0.3690069033179587,0.9996419556685904,,Not Significant
13958,FAM3A,-0.8984796,,0.36892993654023953,0.9996419556685904,,Not Significant
13959,ENGASE,-0.8987413,,0.36879045970974245,0.9996419556685904,,Not Significant
13960,UBE2J2,-0.898985,,0.36866063146404116,0.9996419556685904,,Not Significant
13961,NUP155,-0.89905727,,0.3686221692975835,0.9996419556685904,,Not Significant
13962,SMARCAD1,-0.8991475,,0.3685740951008334,0.9996419556685904,,Not Significant
13963,COPRS,-0.8992558,,0.36851641121477074,0.9996419556685904,,Not Significant
13964,TNFRSF4,-0.89949054,,0.36839144873585417,0.9996419556685904,,Not Significant
13965,ZHX1-C8orf76,-0.89963496,,0.3683145618588708,0.9996419556685904,,Not Significant
13966,TRAP1,-0.8996891,,0.36828573185526803,0.9996419556685904,,Not Significant
13967,MRPS17,-0.9000772,,0.3680791579378552,0.9996419556685904,,Not Significant
13968,COQ8A,-0.90012234,,0.36805514239755643,0.9996419556685904,,Not Significant
13969,FAM126B,-0.9008625,,0.3676614267400846,0.9996419556685904,,Not Significant
13970,DCBLD1,-0.901025,,0.3675750364770052,0.9996419556685904,,Not Significant
13971,LNX2,-0.9011965,,0.3674838604742142,0.9996419556685904,,Not Significant
13972,ZNF682,-0.9014853,,0.3673303327411316,0.9996419556685904,,Not Significant
13973,ZNF526,-0.9021623,,0.3669706587471855,0.9996419556685904,,Not Significant
13974,PDS5B,-0.9021804,,0.36696107044662807,0.9996419556685904,,Not Significant
13975,ARMCX5,-0.9032725,,0.36638126880194477,0.9996419556685904,,Not Significant
13976,SYT11,-0.90416616,,0.3659073108752927,0.9996419556685904,,Not Significant
13977,APH1B,-0.90464455,,0.3656537331368933,0.9996419556685904,,Not Significant
13978,AC092069.1,-0.9048792,,0.3655293766242501,0.9996419556685904,,Not Significant
13979,MAP4K5,-0.90495145,,0.365491118394221,0.9996419556685904,,Not Significant
13980,APOLD1,-0.9051771,,0.3653715775386964,0.9996419556685904,,Not Significant
13981,CACNA2D2,-0.9054479,,0.3652281607399195,0.9996419556685904,,Not Significant
13982,LRIG2,-0.90569156,,0.3650991156822947,0.9996419556685904,,Not Significant
13983,TAF1C,-0.9059804,,0.3649462102720279,0.9996419556685904,,Not Significant
13984,MYO19,-0.9066484,,0.3645927697478615,0.9996419556685904,,Not Significant
13985,ELOVL5,-0.90705454,,0.3643779443217665,0.9996419556685904,,Not Significant
13986,VEZT,-0.90750587,,0.36413934221543365,0.9996419556685904,,Not Significant
13987,MRPL34,-0.90828216,,0.36372917514812175,0.9996419556685904,,Not Significant
13988,CRYL1,-0.9083273,,0.36370533711764697,0.9996419556685904,,Not Significant
13989,THOP1,-0.90834534,,0.36369580217907327,0.9996419556685904,,Not Significant
13990,AC084036.1,-0.90948266,,0.36309541627890174,0.9996419556685904,,Not Significant
13991,NPIPB15,-0.9095097,,0.36308112894119926,0.9996419556685904,,Not Significant
13992,MORC2-AS1,-0.91006935,,0.3627859360783079,0.9996419556685904,,Not Significant
13993,GLRX3,-0.9102228,,0.36270502235546953,0.9996419556685904,,Not Significant
13994,CNNM3,-0.9111254,,0.3622292880385629,0.9996419556685904,,Not Significant
13995,ZSCAN25,-0.9122357,,0.36164467119345456,0.9996419556685904,,Not Significant
13996,VMO1,-0.9124794,,0.3615164198738948,0.9996419556685904,,Not Significant
13997,ZC3H8,-0.9134452,,0.3610084450981895,0.9996419556685904,,Not Significant
13998,PAQR3,-0.9136528,,0.3608993127484875,0.9996419556685904,,Not Significant
13999,AL035701.1,-0.91381526,,0.36081391926044715,0.9996419556685904,,Not Significant
14000,MIA3,-0.91397774,,0.3607285384499178,0.9996419556685904,,Not Significant
14001,XAB2,-0.91402286,,0.36070482380802105,0.9996419556685904,,Not Significant
14002,COX18,-0.91438395,,0.36051514189014067,0.9996419556685904,,Not Significant
14003,LRMP,-0.91450125,,0.36045350874764936,0.9996419556685904,,Not Significant
14004,IL12RB2,-0.9155483,,0.3599038442850768,0.9996419556685904,,Not Significant
14005,HARS2,-0.9163336,,0.3594919415605927,0.9989711976061382,,Not Significant
14006,FEM1A,-0.91713697,,0.35907087639688473,0.9979552485340047,,Not Significant
14007,ZNF677,-0.91771466,,0.3587682796458902,0.9974223819018081,,Not Significant
14008,WIZ,-0.91777784,,0.3587351928559843,0.9974223819018081,,Not Significant
14009,GPRASP1,-0.9178681,,0.3586879293414794,0.9974223819018081,,Not Significant
14010,UBR3,-0.9179674,,0.35863594399805,0.9974223819018081,,Not Significant
14011,MTHFD1,-0.91799444,,0.3586217669994023,0.9974223819018081,,Not Significant
14012,FBXO45,-0.9183284,,0.3584469463260255,0.9974223819018081,,Not Significant
14013,ARL14EP,-0.91833746,,0.3584422221869711,0.9974223819018081,,Not Significant
14014,C1RL-AS1,-0.9186804,,0.35826273392041375,0.9974223819018081,,Not Significant
14015,LYST,-0.9188339,,0.3581824548458017,0.9974223819018081,,Not Significant
14016,CXorf56,-0.9191408,,0.3580219306507585,0.9973507660936828,,Not Significant
14017,PEX11B,-0.91928524,,0.35794640551876056,0.9972947777174139,,Not Significant
14018,WDR36,-0.91954696,,0.35780954177266244,0.9970678465410431,,Not Significant
14019,HNRNPUL2,-0.91961014,,0.3577765106310319,0.9970678465410431,,Not Significant
14020,ZNF7,-0.92095506,,0.35707387442640526,0.9959432991093333,,Not Significant
14021,MIR29B2CHG,-0.9212349,,0.35692779766610994,0.9956902113808241,,Not Significant
14022,AGO2,-0.9214515,,0.3568147318382384,0.995683540627392,,Not Significant
14023,AC092279.1,-0.92286867,,0.3560756496003793,0.9940836560526958,,Not Significant
14024,POGLUT1,-0.9230582,,0.3559768647052989,0.9939620928991997,,Not Significant
14025,ZNF571,-0.9239428,,0.3555160970523731,0.9929837215559374,,Not Significant
14026,ZNF213-AS1,-0.923997,,0.35548789901630795,0.9929837215559374,,Not Significant
14027,SLC9B2,-0.9242587,,0.3553516284006689,0.9929837215559374,,Not Significant
14028,TBCE,-0.92465585,,0.35514493593509855,0.9927175442411416,,Not Significant
14029,XPNPEP3,-0.925044,,0.35494301434859876,0.9923072804807858,,Not Significant
14030,LSG1,-0.9257752,,0.35456284730627197,0.9914772098103404,,Not Significant
14031,TMEM129,-0.9267049,,0.35407979654285593,0.9905096049744413,,Not Significant
14032,ICOSLG,-0.9267951,,0.3540329205643953,0.9905096049744413,,Not Significant
14033,CENPK,-0.92794144,,0.35343793678682334,0.9897814500743362,,Not Significant
14034,ZNF384,-0.92807686,,0.35336770487891833,0.9897486167320014,,Not Significant
14035,SLC25A16,-0.9284379,,0.3531804629339381,0.9893781830251204,,Not Significant
14036,PHLDB3,-0.92887115,,0.35295585543789476,0.9890569548191933,,Not Significant
14037,VASH1,-0.930198,,0.35226855719652383,0.987900272699042,,Not Significant
14038,BRD4,-0.9302522,,0.35224052221368496,0.987900272699042,,Not Significant
14039,RANBP2,-0.9302612,,0.3522358498538598,0.987900272699042,,Not Significant
14040,TATDN3,-0.93036956,,0.35217978459613397,0.987900272699042,,Not Significant
14041,AC008741.2,-0.9308389,,0.35193690043161996,0.9877399234855931,,Not Significant
14042,THEMIS,-0.93129927,,0.3516987901700528,0.9872256367441123,,Not Significant
14043,ASH1L-AS1,-0.9314527,,0.35161944276250434,0.987156909599897,,Not Significant
14044,MTOR,-0.9324275,,0.3511156182271591,0.98661688649689,,Not Significant
14045,H1FX,-0.9324817,,0.3510876413963928,0.98661688649689,,Not Significant
14046,DCAF5,-0.93277955,,0.3509337940817877,0.9864633271228881,,Not Significant
14047,DNAJA2,-0.93360096,,0.35050976989297633,0.9854253577631754,,Not Significant
14048,QPRT,-0.93391687,,0.35034677021372684,0.9851210246062801,,Not Significant
14049,TMEM106A,-0.93417865,,0.35021174976337655,0.9849345585438832,,Not Significant
14050,PPP1R13B,-0.9344224,,0.35008607074456655,0.9848496983907107,,Not Significant
14051,ERVK3-1,-0.9348376,,0.34987201684566815,0.9844014384838322,,Not Significant
14052,THAP1,-0.9352257,,0.3496719981036721,0.984146451099542,,Not Significant
14053,ABCD3,-0.93631786,,0.3491095442169134,0.9827171509848128,,Not Significant
14054,RBAK-RBAKDN,-0.9367602,,0.3488819371716575,0.982383833416218,,Not Significant
14055,CASP7,-0.93758154,,0.34845948851451747,0.9815014991925035,,Not Significant
14056,ZNF740,-0.9378524,,0.3483202910037563,0.981263033666915,,Not Significant
14057,HOXA10,-0.9378524,,0.3483202910037563,0.981263033666915,,Not Significant
14058,EXOSC2,-0.9383217,,0.3480790990503454,0.9808907171829074,,Not Significant
14059,FAM199X,-0.9398291,,0.3473052200655996,0.9791699819242139,,Not Significant
14060,DMKN,-0.94021726,,0.3471061351681023,0.9789154686645243,,Not Significant
14061,TSR1,-0.9403075,,0.34705984676519164,0.9789154686645243,,Not Significant
14062,BTBD7,-0.9404429,,0.3469904215269034,0.9788959947528336,,Not Significant
14063,HNRNPA2B1,-0.94047,,0.34697653753997215,0.9788959947528336,,Not Significant
14064,SEC31A,-0.9407769,,0.3468192103995503,0.9788635204244914,,Not Significant
14065,EXOC7,-0.9422933,,0.346042495905471,0.9768344256082742,,Not Significant
14066,SLC17A5,-0.9423926,,0.34599167828317035,0.9768344256082742,,Not Significant
14067,TSNAX,-0.94251895,,0.34592700818606825,0.97681491812491,,Not Significant
14068,ILVBL,-0.94260925,,0.3458808199751009,0.97681491812491,,Not Significant
14069,ZNF720,-0.94340354,,0.3454745331701907,0.9759967460089876,,Not Significant
14070,WDR60,-0.94353896,,0.34540531009620645,0.9759544196860934,,Not Significant
14071,ZDHHC4,-0.9437826,,0.34528073084672706,0.9757556447502999,,Not Significant
14072,TSC1,-0.94516367,,0.34457532297836524,0.9739151408026587,,Not Significant
14073,AAR2,-0.9458677,,0.3442160573992066,0.9732054558114274,,Not Significant
14074,BRD3,-0.9458768,,0.34421145298299904,0.9732054558114274,,Not Significant
14075,LINC01588,-0.9460302,,0.34413318392213965,0.9732054558114274,,Not Significant
14076,FGFBP3,-0.9469148,,0.3436822073357395,0.9721543714183244,,Not Significant
14077,UHRF1BP1,-0.9470321,,0.34362241227659474,0.9721380603919448,,Not Significant
14078,CCDC91,-0.94735706,,0.3434568606362366,0.9719526085480901,,Not Significant
14079,SAFB,-0.9473661,,0.34345226270692975,0.9719526085480901,,Not Significant
14080,UBTF,-0.9476369,,0.3433143431106549,0.9719526085480901,,Not Significant
14081,TMEM67,-0.94792575,,0.34316726787901697,0.9717671783045565,,Not Significant
14082,PER3,-0.94814235,,0.34305698787834993,0.9717119093812987,,Not Significant
14083,BCAS4,-0.9488464,,0.34269873429799036,0.9712827254542213,,Not Significant
14084,TOP3A,-0.94947827,,0.3423774283722383,0.9707527684685918,,Not Significant
14085,TFB2M,-0.9501011,,0.3420609011216189,0.9700081629442535,,Not Significant
14086,ASB7,-0.9501462,,0.34203797164006555,0.9700081629442535,,Not Significant
14087,ZBTB37,-0.9501823,,0.3420196287627496,0.9700081629442535,,Not Significant
14088,DHX40,-0.95111203,,0.3415475164031935,0.9690104797607474,,Not Significant
14089,TMEM191B,-0.95297146,,0.340604543577679,0.9664875496914017,,Not Significant
14090,KCTD2,-0.9531249,,0.3405267999973206,0.9664193552605347,,Not Significant
14091,UBOX5,-0.9532151,,0.34048107379047277,0.9664193552605347,,Not Significant
14092,RFC2,-0.9539914,,0.34008799081574603,0.9657833362922535,,Not Significant
14093,ZSCAN2,-0.95418096,,0.33999204964051755,0.9656632911099973,,Not Significant
14094,BZW2,-0.95428926,,0.33993723390207375,0.9656600330912557,,Not Significant
14095,MSANTD3,-0.95433444,,0.339914395683225,0.9656600330912557,,Not Significant
14096,ETAA1,-0.9547406,,0.3397088959776636,0.9656211951542024,,Not Significant
14097,TCAF2,-0.95480376,,0.3396769365178569,0.9656211951542024,,Not Significant
14098,GTF3C4,-0.9552641,,0.3394441472200862,0.9651736000207034,,Not Significant
14099,CCDC58,-0.95558006,,0.33928444907853805,0.9650147119767813,,Not Significant
14100,OGFOD3,-0.9556252,,0.339261638993277,0.9650147119767813,,Not Significant
14101,TIPIN,-0.95578766,,0.3391795308318337,0.9650147119767813,,Not Significant
14102,HAUS5,-0.95630217,,0.3389196057668681,0.9644960604498675,,Not Significant
14103,MTG1,-0.95641947,,0.33886034251686925,0.9644960604498675,,Not Significant
14104,RNFT1,-0.95673543,,0.33870082066965557,0.9642920667997393,,Not Significant
14105,FLVCR1,-0.95709646,,0.338518569018207,0.9641690997941451,,Not Significant
14106,MSH6,-0.9574214,,0.3383545963698338,0.9639034598610544,,Not Significant
14107,PATZ1,-0.9574846,,0.3383227187224058,0.9639034598610544,,Not Significant
14108,NOL10,-0.95778245,,0.33817246436005544,0.9638424126770914,,Not Significant
14109,TACO1,-0.95804423,,0.3380404580301356,0.963657738120556,,Not Significant
14110,TMED1,-0.9581796,,0.33797219188222494,0.963657738120556,,Not Significant
14111,RPUSD4,-0.9601925,,0.33695834634015676,0.9614480694098383,,Not Significant
14112,ERLEC1,-0.9612215,,0.336440813740036,0.9604443190416323,,Not Significant
14113,CCSAP,-0.96126664,,0.3364181266536971,0.9604443190416323,,Not Significant
14114,NEPRO,-0.9632614,,0.3354163406479027,0.9582639277989384,,Not Significant
14115,THG1L,-0.96402866,,0.33503155039369414,0.9573166088984816,,Not Significant
14116,KIF5C,-0.96531945,,0.33438483931333873,0.9557722658879911,,Not Significant
14117,ATP2A2,-0.9657527,,0.3341679419864514,0.9554558684510123,,Not Significant
14118,CASZ1,-0.96585196,,0.334118249128424,0.9554558684510123,,Not Significant
14119,PHKG1,-0.9669261,,0.33358096738450926,0.9542324874641455,,Not Significant
14120,MAD2L1,-0.9673413,,0.33337342810792503,0.9539550342620849,,Not Significant
14121,ZNF230,-0.967585,,0.3332516503911016,0.9539550342620849,,Not Significant
14122,CHST11,-0.9677475,,0.333170481198247,0.9539550342620849,,Not Significant
14123,ZNF333,-0.9682169,,0.33293606410441934,0.9536005414566725,,Not Significant
14124,SNRNP48,-0.9700402,,0.332026454359314,0.951146631633042,,Not Significant
14125,ASPHD2,-0.9728925,,0.33060672465328633,0.9476830964930032,,Not Significant
14126,MFSD14C,-0.9729918,,0.3305573745390289,0.9476830964930032,,Not Significant
14127,ACAP3,-0.9734251,,0.3303420843763911,0.9472263146110607,,Not Significant
14128,BOLA3,-0.9736868,,0.3302120572272632,0.9470172475112243,,Not Significant
14129,PPAN,-0.9745714,,0.3297729003340927,0.946197384103226,,Not Significant
14130,MED14,-0.9754018,,0.32936097498062666,0.9451661918383437,,Not Significant
14131,FAM122B,-0.977857,,0.328145059463829,0.9419773540096802,,Not Significant
14132,C12orf65,-0.9781097,,0.3280200572037687,0.9417687712250534,,Not Significant
14133,TES,-0.97866935,,0.32774337643891716,0.9411245726564693,,Not Significant
14134,ZBTB21,-0.97945464,,0.32735538629124294,0.9401604893117853,,Not Significant
14135,ZNF414,-0.98001426,,0.3270790696091287,0.9395168741183034,,Not Significant
14136,FYTTD1,-0.98070025,,0.3267405655195268,0.9389942493839395,,Not Significant
14137,VPS52,-0.98137724,,0.32640673861315284,0.938360212605264,,Not Significant
14138,AP000766.1,-0.98292977,,0.3256419995052142,0.9367348516542476,,Not Significant
14139,FBXL16,-0.9837512,,0.32523787084602396,0.9360212748132611,,Not Significant
14140,TULP4,-0.9845635,,0.3248385042236642,0.9350214696042858,,Not Significant
14141,PLRG1,-0.9847892,,0.3247276257158137,0.9348518671207419,,Not Significant
14142,NAPB,-0.9848434,,0.32470101853995226,0.9348518671207419,,Not Significant
14143,ANKAR,-0.98574597,,0.3242577745352879,0.9340970440623496,,Not Significant
14144,RALGAPB,-0.98611605,,0.32407615843856763,0.9337233496853719,,Not Significant
14145,PNO1,-0.9868743,,0.3237042738853718,0.9328012492023535,,Not Significant
14146,KYAT3,-0.9872805,,0.32350516443961874,0.9325261813140115,,Not Significant
14147,ZNF549,-0.9874249,,0.32343438920811984,0.9324715534404263,,Not Significant
14148,RCSD1,-0.98799354,,0.3231558098375178,0.9322511672905989,,Not Significant
14149,YIPF2,-0.98953706,,0.3224004545760939,0.9306836802803878,,Not Significant
14150,PPP1R37,-0.98980784,,0.3222680549729562,0.9306000823508908,,Not Significant
14151,UTP25,-0.9899703,,0.32218863224254257,0.9305200738266562,,Not Significant
14152,SCRN2,-0.9904036,,0.3219769007438572,0.930057854404274,,Not Significant
14153,TIGD1,-0.99043065,,0.32196367054120856,0.930057854404274,,Not Significant
14154,TMEM127,-0.9909271,,0.32172117970938807,0.9297669750258625,,Not Significant
14155,NID1,-0.9925067,,0.32095041141654046,0.9278375245208568,,Not Significant
14156,SHISAL2A,-0.99428487,,0.32008419120912734,0.9259665586366694,,Not Significant
14157,CTSC,-0.9958916,,0.31930283097546064,0.92426252215918,,Not Significant
14158,ZNF589,-0.9968303,,0.31884688406854067,0.9235370227052885,,Not Significant
14159,SGF29,-0.9971643,,0.3186847750371343,0.9232160935828624,,Not Significant
14160,DR1,-0.9974441,,0.3185489955144202,0.9231109336466189,,Not Significant
14161,SETD6,-0.99803984,,0.3182600427415174,0.9224312095760508,,Not Significant
14162,NUP153,-1.0008199,,0.31691386740651206,0.9192699042794409,,Not Significant
14163,MTERF1,-1.0011901,,0.3167349508352528,0.9188990600417131,,Not Significant
14164,KDM5A,-1.0012712,,0.3166956853374291,0.9188990600417131,,Not Significant
14165,AP1M1,-1.0021378,,0.31627705208150114,0.9181627941436673,,Not Significant
14166,SMYD4,-1.002201,,0.31624654095396787,0.9181627941436673,,Not Significant
14167,PRKAR1A,-1.0023634,,0.3161680926403264,0.9181427519169454,,Not Significant
14168,RELL1,-1.0028689,,0.3159241129161533,0.9175823347377475,,Not Significant
14169,PRKCZ,-1.002878,,0.31591975725907817,0.9175823347377475,,Not Significant
14170,SDAD1,-1.0036722,,0.31553661383825415,0.9167528326807214,,Not Significant
14171,SPNS3,-1.0041777,,0.3152929542727533,0.9161928498432896,,Not Significant
14172,MED24,-1.0042499,,0.3152581558570139,0.9161928498432896,,Not Significant
14173,IMPA1,-1.0047013,,0.3150407229293598,0.9157556910610616,,Not Significant
14174,TBRG4,-1.0051887,,0.31480600608120435,0.915369177023127,,Not Significant
14175,POLR3A,-1.0053601,,0.3147234478667116,0.9152770320778636,,Not Significant
14176,ATG14,-1.0060642,,0.3143846738250875,0.9147011398318298,,Not Significant
14177,ALG13,-1.0061364,,0.31434994133259153,0.9147011398318298,,Not Significant
14178,TNFAIP8L1,-1.0064162,,0.31421537675798483,0.914686502832296,,Not Significant
14179,LEMD3,-1.0065516,,0.31415027846944366,0.9146449774272977,,Not Significant
14180,WASHC2C,-1.0066059,,0.3141242416379384,0.9146449774272977,,Not Significant
14181,SGSM3,-1.0077431,,0.3135777960506225,0.9135695084745549,,Not Significant
14182,DDX39A,-1.0078965,,0.3135041171881495,0.9135027660836235,,Not Significant
14183,MAGT1,-1.0079597,,0.31347378214483135,0.9135027660836235,,Not Significant
14184,AC010642.2,-1.008032,,0.3134391158894768,0.9135027660836235,,Not Significant
14185,SLC27A5,-1.0099907,,0.31249975619723414,0.9113141188422745,,Not Significant
14186,PRCC,-1.0108663,,0.3120804584919844,0.9102388863099815,,Not Significant
14187,SLC35D2,-1.0114981,,0.31177810295393715,0.9099470245661299,,Not Significant
14188,RPA2,-1.0118049,,0.31163131425091317,0.9097291682535007,,Not Significant
14189,ABCC1,-1.0132221,,0.31095408691701876,0.907983915270678,,Not Significant
14190,LANCL1,-1.013511,,0.31081617253349314,0.9078758753888219,,Not Significant
14191,SLC25A28,-1.0136464,,0.3107515390623736,0.907834460521073,,Not Significant
14192,CPSF4,-1.0141698,,0.3105017064291211,0.9073992534966991,,Not Significant
14193,TRAF3IP1,-1.014558,,0.31031657128649204,0.907005533976259,,Not Significant
14194,DHX15,-1.0150003,,0.3101056921870674,0.9066244784596074,,Not Significant
14195,AKAP11,-1.0159029,,0.30967562035573093,0.9055734498717156,,Not Significant
14196,MRPL45,-1.0159842,,0.30963693322605434,0.9055734498717156,,Not Significant
14197,TRIM13,-1.0168146,,0.30924164792771125,0.9052247928313059,,Not Significant
14198,RC3H1,-1.0172749,,0.3090226661192994,0.9049877655411058,,Not Significant
14199,ZNF211,-1.0177443,,0.308799496109019,0.9044814151863225,,Not Significant
14200,SMYD3,-1.018349,,0.30851210726783673,0.903933943343134,,Not Significant
14201,C1orf159,-1.0189267,,0.3082377518141417,0.9037096967680094,,Not Significant
14202,BCLAF3,-1.0190622,,0.3081734731080801,0.9036775263418653,,Not Significant
14203,AC136475.1,-1.0214721,,0.30703079593784066,0.900620331155782,,Not Significant
14204,ARSD,-1.0217068,,0.30691967412385135,0.9004411701468217,,Not Significant
14205,COL18A1,-1.0219054,,0.30682566878225115,0.9003121752118468,,Not Significant
14206,KCTD9,-1.0224199,,0.3065821982194391,0.899891271217352,,Not Significant
14207,HERC2,-1.0225915,,0.3065010698187305,0.8997999264559337,,Not Significant
14208,SAMD10,-1.0227358,,0.30643276219998905,0.8997461961919717,,Not Significant
14209,SNX17,-1.0238912,,0.30588666443424606,0.8987293849061707,,Not Significant
14210,AFG3L2,-1.0241169,,0.3057800800804188,0.8985629562121469,,Not Significant
14211,NUDCD3,-1.0243335,,0.3056777822715291,0.8985558464975696,,Not Significant
14212,ZNF606,-1.0247577,,0.30547751481061325,0.8983859252024186,,Not Significant
14213,ZDHHC6,-1.0247939,,0.30546047479070837,0.8983859252024186,,Not Significant
14214,TMEM120B,-1.0251278,,0.30530288449498577,0.8982000365747416,,Not Significant
14215,CDCA7,-1.0251639,,0.30528585093741556,0.8982000365747416,,Not Significant
14216,SCRN1,-1.0260845,,0.304851708234686,0.8973003085664494,,Not Significant
14217,TSIX,-1.0263824,,0.3047113380708818,0.8970338851291519,,Not Significant
14218,IDUA,-1.0264817,,0.30466455755150934,0.8970338851291519,,Not Significant
14219,ZNF865,-1.0269692,,0.30443497687818266,0.8966604254328271,,Not Significant
14220,TMEM273,-1.0270594,,0.30439247454690055,0.8966604254328271,,Not Significant
14221,DENR,-1.0272399,,0.30430748170438693,0.8966604254328271,,Not Significant
14222,GOT2,-1.0281336,,0.303886999215769,0.8957796161352116,,Not Significant
14223,OTULINL,-1.0284857,,0.3037214606199129,0.8954383485063236,,Not Significant
14224,TRIM73,-1.0285578,,0.3036875113915689,0.8954383485063236,,Not Significant
14225,RANGAP1,-1.0285848,,0.3036747810809908,0.8954383485063236,,Not Significant
14226,SNAI3,-1.02863,,0.3036535646846322,0.8954383485063236,,Not Significant
14227,SDF2,-1.0288196,,0.3035644665752324,0.8954383485063236,,Not Significant
14228,NRF1,-1.029,,0.30347962738547685,0.8954383485063236,,Not Significant
14229,URGCP,-1.0290362,,0.30346266143853906,0.8954383485063236,,Not Significant
14230,NFU1,-1.0291986,,0.30338632247769304,0.8954383485063236,,Not Significant
14231,ANXA7,-1.0292257,,0.30337360055851514,0.8954383485063236,,Not Significant
14232,GNL2,-1.029677,,0.303161620770819,0.8954016813081658,,Not Significant
14233,NFRKB,-1.0298847,,0.3030641431402846,0.8952607334630014,,Not Significant
14234,PWWP2B,-1.0314372,,0.30233584060958396,0.8938430463503523,,Not Significant
14235,C9orf139,-1.0321593,,0.3019974923072398,0.8931362391657077,,Not Significant
14236,SNED1,-1.03243,,0.3018706766855088,0.8929079542334967,,Not Significant
14237,SLC16A4,-1.0328182,,0.3016889694467332,0.8926639742238234,,Not Significant
14238,MRPL55,-1.0328634,,0.30166784542449465,0.8926639742238234,,Not Significant
14239,HAX1,-1.0338202,,0.3012202478605833,0.8915703108661747,,Not Significant
14240,DCTN5,-1.0343798,,0.30095865062687943,0.8910891888644794,,Not Significant
14241,TGS1,-1.0347499,,0.3007857420649085,0.8907238079285548,,Not Significant
14242,AMFR,-1.035111,,0.30061711458344664,0.8903959541543074,,Not Significant
14243,ABCB1,-1.036537,,0.29995165201107754,0.8888389450980432,,Not Significant
14244,TMEM68,-1.0366184,,0.29991377550783516,0.8888389450980432,,Not Significant
14245,THUMPD2,-1.0376202,,0.2994468942103605,0.8876355794937425,,Not Significant
14246,RELT,-1.0388026,,0.298896514267029,0.8862961406075566,,Not Significant
14247,ZNF76,-1.0388478,,0.2988755207852346,0.8862961406075566,,Not Significant
14248,SOCS7,-1.038893,,0.29885452828769354,0.8862961406075566,,Not Significant
14249,SETDB1,-1.0389291,,0.29883773499832056,0.8862961406075566,,Not Significant
14250,EPHA4,-1.039263,,0.2986824269334474,0.8862455322911476,,Not Significant
14251,SMAD4,-1.039263,,0.2986824269334474,0.8862455322911476,,Not Significant
14252,AC012360.3,-1.0392901,,0.2986698367497975,0.8862455322911476,,Not Significant
14253,GPM6B,-1.0404997,,0.29810783656849626,0.8849784364588275,,Not Significant
14254,TMEM150A,-1.0406079,,0.2980575426788441,0.8849751428086537,,Not Significant
14255,FBXO46,-1.0406892,,0.2980198259815743,0.8849751428086537,,Not Significant
14256,AC118549.1,-1.0407252,,0.2980030640284871,0.8849751428086537,,Not Significant
14257,COPZ2,-1.0411676,,0.29779778121723244,0.884641815658191,,Not Significant
14258,SNTA1,-1.0411766,,0.2977935927561902,0.884641815658191,,Not Significant
14259,RIF1,-1.0414383,,0.2976721445087218,0.8845606764897492,,Not Significant
